gw_key,distance_threshold,outlier_threshold,remove_intersections,score_threshold,gw_latitude,gw_longitude,gw_altitude
0,500.0,0,0,0.0,41.22958333333335,27.64325,83.0
1,500.0,0,0,0.0,41.060138888888886,27.338777777777768,111.0
2,500.0,0,0,0.0,41.352,27.35163888888889,48.0
3,500.0,0,0,0.0,41.18147222222222,27.813305555555555,136.0
4,500.0,0,0,0.0,41.250638888888886,26.64494444444445,12.0
5,500.0,0,0,0.0,41.34858333333335,26.886416666666666,22.0
6,500.0,0,0,0.0,41.085861111111114,26.547277777777786,21.0
7,500.0,0,0,0.0,41.090138888888895,27.469055555555553,118.0
8,500.0,0,0,0.0,41.0781388888889,27.076527777777766,31.0
9,500.0,0,0,0.0,41.264194444444435,27.639055555555554,107.0
10,500.0,0,0,0.0,41.363444444444454,27.326777777777767,43.0
11,500.0,0,0,0.0,41.324333333333335,26.82922222222221,18.0
12,500.0,0,0,0.0,41.42869444444444,27.367305555555557,62.0
13,500.0,0,0,0.0,41.350472222222216,27.10927777777778,41.0
14,500.0,0,0,0.0,41.34280555555557,27.456888888888887,57.0
15,500.0,0,0,0.0,41.41822222222222,27.219555555555555,53.0
16,500.0,0,0,0.0,41.27666666666666,27.01933333333333,100.0
17,500.0,0,0,0.0,41.26191666666666,27.548111111111112,83.0
18,500.0,0,0,0.0,41.19519444444444,27.46575,70.0
19,500.0,0,0,0.0,41.30561111111111,27.52175,69.0
20,500.0,0,0,0.0,41.36469444444445,27.061805555555555,38.0
21,500.0,0,0,0.0,41.246833333333335,26.6185,18.0
22,500.0,0,0,0.0,41.785916666666665,27.129277777777766,244.0
23,500.0,0,0,0.0,41.4065,26.92894444444445,37.0
24,500.0,0,0,0.0,41.30858333333333,26.789777777777786,18.0
25,500.0,0,0,0.0,41.38247222222222,26.91186111111111,34.0
26,500.0,0,0,0.0,41.34663888888889,27.83152777777777,111.0
27,500.0,0,0,0.0,41.336083333333335,26.922472222222233,28.0
28,500.0,0,0,0.0,40.94847222222222,26.930999999999997,102.0
29,500.0,0,0,0.0,41.14247222222223,27.599138888888888,89.0
0,500.0,0,1,0.0,41.22958333333335,27.64325,83.0
1,500.0,0,1,0.0,41.060138888888886,27.338777777777768,111.0
2,500.0,0,1,0.0,41.352,27.35163888888889,48.0
3,500.0,0,1,0.0,41.18147222222222,27.813305555555555,136.0
4,500.0,0,1,0.0,41.250638888888886,26.64494444444445,12.0
5,500.0,0,1,0.0,41.34858333333335,26.886416666666666,22.0
6,500.0,0,1,0.0,41.085861111111114,26.547277777777786,21.0
7,500.0,0,1,0.0,41.090138888888895,27.469055555555553,118.0
8,500.0,0,1,0.0,41.0781388888889,27.076527777777766,31.0
9,500.0,0,1,0.0,41.264194444444435,27.639055555555554,107.0
10,500.0,0,1,0.0,41.363444444444454,27.326777777777767,43.0
11,500.0,0,1,0.0,41.324333333333335,26.82922222222221,18.0
12,500.0,0,1,0.0,41.42869444444444,27.367305555555557,62.0
13,500.0,0,1,0.0,41.350472222222216,27.10927777777778,41.0
14,500.0,0,1,0.0,41.34280555555557,27.456888888888887,57.0
15,500.0,0,1,0.0,41.41822222222222,27.219555555555555,53.0
16,500.0,0,1,0.0,41.27666666666666,27.01933333333333,100.0
17,500.0,0,1,0.0,41.26191666666666,27.548111111111112,83.0
